year,type,region,AveragePrice,Total Volume,4046,4225,4770
2015,conventional,Albany,1.171923076923077,76208.73423076923,1037.8746153846157,61764.25365384615,668.7950000000001
2015,conventional,Atlanta,1.0523076923076924,440346.4440384616,347741.8403846153,35386.637307692305,757.858076923077
2015,conventional,BaltimoreWashington,1.168076923076923,768141.4892307692,56546.03076923077,487421.3653846154,45104.81942307692
2015,conventional,Boise,1.0540384615384617,70885.75288461539,45940.4425,10164.187115384617,5309.087692307692
2015,conventional,Boston,1.1440384615384616,523780.6121153846,4685.945192307692,409901.28269230766,1607.198846153846
2015,conventional,BuffaloRochester,1.4034615384615383,110427.34134615384,1531.4792307692308,50202.76480769231,677.1371153846153
2015,conventional,California,1.0203846153846154,5681497.563653846,2746985.949423077,2033881.734807692,201237.835
2015,conventional,Charlotte,1.1484615384615384,178671.76346153844,34065.78096153846,50369.83730769231,41124.95634615385
2015,conventional,Chicago,1.153653846153846,775415.5417307692,34668.502499999995,543123.0925,109427.37846153844
2015,conventional,CincinnatiDayton,0.9771153846153846,213698.5698076923,4480.089038461539,143178.83038461537,9176.879423076924
2015,conventional,Columbus,1.008076923076923,145869.60057692308,70389.53384615385,33184.775,17870.39769230769
2015,conventional,DallasFtWorth,0.7819230769230769,1148088.7059615385,674659.4180769231,341507.52980769234,20411.09365384616
2015,conventional,Denver,1.0486538461538462,717389.5984615384,135626.49846153846,409785.0244230769,14312.87
2015,conventional,Detroit,1.047115384615385,337210.81865384616,125488.1621153846,61882.52403846154,77304.45057692307
2015,conventional,GrandRapids,1.0869230769230769,185731.8551923077,3608.1569230769232,115874.2676923077,11553.361923076922
2015,conventional,GreatLakes,1.0776923076923075,3178390.630192308,478490.4086538461,1727553.8267307691,332361.6080769231
2015,conventional,HarrisburgScranton,1.1457692307692309,220872.86384615384,35387.56769230769,119536.64365384614,680.4517307692307
2015,conventional,HartfordSpringfield,1.2428846153846154,288086.60807692306,4437.028076923077,222261.0323076923,1376.1790384615383
2015,conventional,Houston,0.7925,1054307.7798076922,526302.2438461538,387517.70192307694,19568.161346153847
2015,conventional,Indianapolis,1.1046153846153846,155434.91211538462,6664.792307692308,95728.0548076923,11279.357307692308
2015,conventional,Jacksonville,1.1209615384615383,135912.63307692308,89046.79711538462,13963.968269230769,761.5980769230769
2015,conventional,LasVegas,0.9671153846153846,291546.81153846154,123645.46423076924,113407.42865384616,6289.257884615384
2015,conventional,LosAngeles,0.8959615384615385,2805917.5280769235,1718248.8109615385,615257.5344230769,73707.97423076924
2015,conventional,Louisville,1.0432692307692308,80714.39192307692,2705.2023076923074,51772.973269230766,3220.488076923077
2015,conventional,MiamiFtLauderdale,1.1411538461538462,482173.7009615385,337204.8357692308,55137.2273076923,350.26576923076925
2015,conventional,Midsouth,1.119615384615385,2628945.391923077,586551.9313461538,1226647.0896153846,204543.47480769228
2015,conventional,Nashville,1.0101923076923076,160843.09557692308,103413.68423076924,14937.177692307692,9873.16826923077
2015,conventional,NewOrleansMobile,0.9844230769230768,241051.92038461537,155808.92615384614,14188.883076923075,2378.008269230769
2015,conventional,NewYork,1.255,1340732.7696153843,20419.677115384613,1028871.2246153846,2059.1703846153846
2015,conventional,Northeast,1.2148076923076925,3855715.145192308,101126.00403846154,2823004.2228846154,14576.35
2015,conventional,NorthernNewEngland,1.113076923076923,378529.1826923077,2936.3240384615387,307858.69596153847,2068.8025
2015,conventional,Orlando,1.1325,280052.0944230769,183152.09423076923,34102.84884615384,163.3673076923077
2015,conventional,Philadelphia,1.2846153846153845,397110.3875,16601.95942307692,271797.07442307693,1042.5523076923075
2015,conventional,PhoenixTucson,0.6598076923076923,1088698.6373076923,774405.7075,214330.74346153848,8291.529038461538
2015,conventional,Pittsburgh,1.2626923076923076,85559.32711538461,1717.8648076923075,53741.99057692308,1873.2113461538463
2015,conventional,Plains,1.0773076923076923,1653211.940576923,860210.9600000001,487148.6638461538,17466.473461538462
2015,conventional,Portland,1.0540384615384617,504267.4138461538,154116.98403846152,226835.7319230769,17326.22173076923
2015,conventional,RaleighGreensboro,1.1405769230769232,240461.51096153847,56703.07826923077,69908.71769230769,44477.16576923077
2015,conventional,RichmondNorfolk,1.0476923076923077,218355.00038461536,71374.78807692308,90740.30423076924,11620.7875
2015,conventional,Roanoke,1.0621153846153848,122531.64096153846,50222.61480769231,42892.980769230766,180.02903846153848
2015,conventional,Sacramento,1.170576923076923,413009.565,122522.13538461538,231000.49865384612,12877.475
2015,conventional,SanDiego,0.981346153846154,500275.66230769234,259739.9811538461,170087.3898076923,16391.478653846156
2015,conventional,SanFrancisco,1.299423076923077,735962.0053846154,162570.27173076925,468819.3755769231,28056.543461538466
2015,conventional,Seattle,1.134423076923077,522917.9073076923,162477.98596153845,226111.62384615385,11405.754423076924
2015,conventional,SouthCarolina,1.0655769230769232,308520.17884615384,167639.26230769232,55555.04423076923,16226.054038461538
2015,conventional,SouthCentral,0.8121153846153846,5524125.746538461,3103017.5773076927,1644007.1653846153,106459.6548076923
2015,conventional,Southeast,1.084230769230769,3047529.162692308,2024005.0536538465,358198.14019230765,33878.093846153846
2015,conventional,Spokane,1.0953846153846154,77056.76211538461,29801.257307692307,30988.260961538464,3090.660576923077
2015,conventional,StLouis,1.2032692307692308,186478.12942307693,93692.4803846154,36505.46115384616,60.323653846153846
2015,conventional,Syracuse,1.336346153846154,51195.63846153847,895.7561538461539,29868.94480769231,360.12788461538463
2015,conventional,Tampa,1.0867307692307693,327512.0513461539,195773.68711538464,43567.79865384616,151.5194230769231
2015,conventional,TotalUS,1.0125,31224729.1525,12351841.655576924,12438698.992692309,1024978.26
2015,conventional,West,0.94,5655313.570384616,2451453.7703846158,2138258.149038461,114454.77153846154
2015,conventional,WestTexNewMexico,0.7715384615384615,789495.1369230768,511069.2990384615,157876.58403846153,16716.246153846154
2015,organic,Albany,1.905576923076923,1289.2740384615386,32.065576923076925,155.48865384615385,0.0
2015,organic,Atlanta,1.708846153846154,6416.981346153847,1870.6226923076924,3372.027115384616,0.0
2015,organic,BaltimoreWashington,1.5696153846153846,13504.271153846154,4882.591923076923,4451.213461538462,772.1498076923077
2015,organic,Boise,1.6934615384615386,1890.349807692308,11.805384615384614,1388.128269230769,0.2496153846153846
2015,organic,Boston,1.8030769230769228,4199.996346153846,38.54134615384616,996.33,6.794807692307692
2015,organic,BuffaloRochester,1.685769230769231,2904.093269230769,28.880192307692308,134.68769230769232,0.0
2015,organic,California,1.6113461538461538,114799.22692307692,51000.17903846154,50456.19846153846,1.8925
2015,organic,Charlotte,2.003076923076923,3777.1484615384616,283.8851923076923,1421.2415384615383,1121.7132692307691
2015,organic,Chicago,1.654423076923077,22559.77615384616,796.3328846153846,21130.311923076923,0.0
2015,organic,CincinnatiDayton,1.4275,12381.737884615384,292.74884615384616,10460.266153846153,0.0
2015,organic,Columbus,1.5396153846153846,5087.7478846153845,452.2973076923077,3235.8953846153845,0.4424999999999999
2015,organic,DallasFtWorth,1.3738461538461535,11744.152307692308,7787.952115384615,557.8776923076923,0.7109615384615384
2015,organic,Denver,1.3269230769230769,36270.85192307692,12291.36096153846,8389.103269230769,44.2575
2015,organic,Detroit,1.629423076923077,8550.3225,912.7257692307692,5792.819807692308,0.0
2015,organic,GrandRapids,1.7457692307692307,1593.9746153846152,431.2548076923077,810.5282692307693,0.0
2015,organic,GreatLakes,1.5748076923076924,79070.43038461538,5617.377115384616,58488.38711538461,11.002884615384614
2015,organic,HarrisburgScranton,1.7975,2932.9998076923075,82.12038461538462,191.05807692307687,9.043076923076924
2015,organic,HartfordSpringfield,2.252692307692308,3494.9878846153847,178.6853846153846,2732.6751923076927,54.59134615384615
2015,organic,Houston,1.3036538461538465,10835.900384615385,8490.411153846155,347.1234615384615,0.0
2015,organic,Indianapolis,1.581346153846154,2047.05,142.325,1080.2017307692308,0.0
2015,organic,Jacksonville,1.885192307692308,2096.533846153846,1281.195,52.41557692307693,21.86076923076923
2015,organic,LasVegas,1.770576923076923,7346.047307692308,3381.575384615385,3417.751538461538,0.0
2015,organic,LosAngeles,1.4090384615384617,44480.413846153846,19404.760384615387,14210.398846153848,0.9409615384615384
2015,organic,Louisville,1.5455769230769232,1766.4382692307695,15.687307692307693,1113.097115384615,0.0
2015,organic,MiamiFtLauderdale,1.6259615384615385,1797.681346153846,742.9719230769231,25.377692307692307,0.0
2015,organic,Midsouth,1.583076923076923,67629.92423076923,7078.38923076923,34488.07538461538,4276.760192307693
2015,organic,Nashville,1.544230769230769,5732.215,374.1638461538462,3806.145384615385,28.395192307692305
2015,organic,NewOrleansMobile,1.5509615384615385,2492.463076923077,352.02634615384613,61.3525,0.0
2015,organic,NewYork,2.034038461538461,17106.3825,2718.545384615384,10214.29153846154,478.87038461538464
2015,organic,Northeast,1.872692307692308,55419.19480769231,4438.810961538462,18654.2425,569.3373076923077
2015,organic,NorthernNewEngland,1.833653846153846,7905.94,16.704615384615384,584.4571153846153,0.0
2015,organic,Orlando,1.8661538461538465,3016.6765384615383,1755.24,51.42576923076923,0.0
2015,organic,Philadelphia,1.8257692307692308,4663.073846153846,398.9038461538461,1673.492115384615,45.38384615384616
2015,organic,PhoenixTucson,1.654423076923077,10845.31423076923,8319.89173076923,1450.5548076923078,0.0
2015,organic,Pittsburgh,1.5517307692307691,1748.3573076923078,617.8078846153846,113.7153846153846,0.0
2015,organic,Plains,1.7984615384615383,32149.419615384617,4389.068846153846,16194.1775,184.00384615384613
2015,organic,Portland,1.5596153846153844,33106.7275,7585.752692307693,18474.817692307694,7.255576923076924
2015,organic,RaleighGreensboro,1.758269230769231,6025.6869230769225,110.3,2961.764615384616,889.3611538461538
2015,organic,RichmondNorfolk,1.5013461538461537,5704.20576923077,150.8403846153846,3205.0978846153844,421.8957692307692
2015,organic,Roanoke,1.3921153846153846,7830.13923076923,112.88096153846156,5341.566346153846,0.0
2015,organic,Sacramento,1.7374999999999998,9693.08653846154,4105.973846153846,5284.104807692308,0.0
2015,organic,SanDiego,1.5671153846153845,10988.299615384614,4776.269615384616,5302.084615384616,0.2669230769230769
2015,organic,SanFrancisco,1.942692307692308,22611.10576923077,10726.20096153846,11813.206346153846,0.0
2015,organic,Seattle,1.71,35872.46673076923,7063.131153846154,22315.60730769231,54.49269230769231
2015,organic,SouthCarolina,1.8438461538461537,3900.3338461538474,582.8586538461539,1468.0875,514.7621153846154
2015,organic,SouthCentral,1.411923076923077,61539.5225,33567.29057692308,5896.909807692307,17.495192307692307
2015,organic,Southeast,1.7451923076923077,31224.85769230769,10549.747692307692,8208.419615384615,777.7603846153846
2015,organic,Spokane,1.7053846153846155,3360.298846153846,682.5438461538462,2323.9307692307693,0.9313461538461538
2015,organic,StLouis,1.8034615384615384,3956.009807692308,1580.5255769230769,1508.7715384615385,14.078076923076924
2015,organic,Syracuse,1.7217307692307693,1387.6934615384614,3.0275000000000003,95.73134615384616,0.0
2015,organic,Tampa,1.6265384615384617,1941.7534615384616,715.2136538461539,11.031346153846156,0.0
2015,organic,TotalUS,1.5023076923076923,645563.5671153846,184847.69173076923,276464.16846153844,5971.94673076923
2015,organic,West,1.535576923076923,203731.0378846154,68206.90557692308,84077.84673076923,133.76057692307694
2015,organic,WestTexNewMexico,1.7566666666666668,9220.607647058823,2966.4633333333336,3725.457254901961,3.903921568627451
2016,conventional,Albany,1.3457692307692308,99453.155,5397.8103846153845,79392.8375,64.60057692307693
2016,conventional,Atlanta,0.9728846153846156,533746.3355769231,259526.90615384607,86958.73384615385,427.9721153846154
2016,conventional,BaltimoreWashington,1.3565384615384617,768130.3023076922,68553.2975,482497.6878846154,26148.87846153846
2016,conventional,Boise,0.8782692307692308,86871.98615384616,35076.3475,4532.934615384615,4776.692692307692
2016,conventional,Boston,1.2630769230769232,576179.1092307692,11421.821153846153,416239.32615384617,26150.554423076923
2016,conventional,BuffaloRochester,1.3301923076923077,134358.8580769231,1634.2409615384615,67074.36115384616,186.53384615384616
2016,conventional,California,1.0461538461538462,6105539.3261538455,2062205.3573076923,2025280.3953846155,235223.14153846152
2016,conventional,Charlotte,1.2559615384615386,197015.4244230769,41480.059038461535,75405.44557692307,23058.325
2016,conventional,Chicago,1.331153846153846,730420.4707692307,52986.32096153846,458529.07961538463,120239.01980769233
2016,conventional,CincinnatiDayton,0.948846153846154,252982.69,3887.070192307692,129241.42634615384,8255.143653846153
2016,conventional,Columbus,1.0492307692307692,166115.46288461538,72753.78807692308,33759.19211538461,11717.09653846154
2016,conventional,DallasFtWorth,0.8273076923076924,1199954.2109615384,608312.1498076923,255865.07596153844,49863.30980769231
2016,conventional,Denver,0.9586538461538462,832931.0851923077,141952.46076923076,257469.99653846156,19495.83846153846
2016,conventional,Detroit,1.0921153846153846,346709.5475,113365.66653846156,59826.712692307694,52917.910192307696
2016,conventional,GrandRapids,1.2940384615384617,173896.22923076924,2189.6582692307693,109771.99576923078,9069.40653846154
2016,conventional,GreatLakes,1.141923076923077,3295252.700192308,487653.5698076923,1577047.6859615385,291160.9578846154
2016,conventional,HarrisburgScranton,1.2325000000000002,245322.02538461535,42453.01807692308,124115.50942307692,264.17019230769233
2016,conventional,HartfordSpringfield,1.4090384615384617,294509.7842307692,7623.209807692308,220582.74403846156,541.4221153846154
2016,conventional,Houston,0.8307692307692308,1104936.8507692309,556374.9101923077,263013.7461538461,71422.87115384615
2016,conventional,Indianapolis,1.1180769230769232,172593.97461538462,12585.718846153846,86516.18826923077,11261.9
2016,conventional,Jacksonville,1.0598076923076922,183281.97826923075,83347.73211538463,31866.461923076924,352.1913461538461
2016,conventional,LasVegas,0.9567307692307692,314816.76384615386,123612.0775,77043.40576923077,8236.328076923077
2016,conventional,LosAngeles,0.8901923076923077,3043292.732692308,1059848.3601923075,657017.6009615385,80770.00192307691
2016,conventional,Louisville,1.0567307692307693,94968.68730769232,2160.8215384615387,55381.651538461534,2985.6984615384617
2016,conventional,MiamiFtLauderdale,1.1571153846153843,609211.9773076923,307493.1511538461,130650.33807692309,275.5286538461538
2016,conventional,Midsouth,1.1859615384615383,2866148.508846154,634606.0015384615,1324474.2257692306,114354.45653846154
2016,conventional,Nashville,0.9844230769230768,191606.5626923077,97479.1446153846,23912.24673076923,2287.375576923077
2016,conventional,NewOrleansMobile,1.0242307692307693,278144.79615384614,153127.26807692306,35594.43769230769,568.6784615384615
2016,conventional,NewYork,1.3859615384615382,1340990.3105769232,25623.370384615384,918566.6828846154,12231.891346153843
2016,conventional,Northeast,1.3194230769230768,4104208.704423077,179189.2426923077,2734474.7523076925,78143.41442307692
2016,conventional,NorthernNewEngland,1.2265384615384616,415320.93365384615,31254.70192307692,293511.4196153846,18702.209807692307
2016,conventional,Orlando,1.1094230769230768,363831.4821153846,170931.2928846154,74054.51,182.05634615384616
2016,conventional,Philadelphia,1.376923076923077,415124.3636538461,18645.445961538466,245547.5540384616,6442.6857692307685
2016,conventional,PhoenixTucson,0.7242307692307693,1128640.9451923077,653993.2582692307,237357.87173076923,17078.348846153847
2016,conventional,Pittsburgh,1.238269230769231,101452.95403846154,10116.548269230769,51915.54653846154,1419.1530769230772
2016,conventional,Plains,1.1276923076923078,1784317.443076923,793738.1598076924,528469.9863461538,15001.4725
2016,conventional,Portland,0.9165384615384616,685098.2096153846,113324.4625,184159.49884615385,17051.683653846154
2016,conventional,RaleighGreensboro,1.1982692307692309,270898.9903846154,66169.08134615385,104926.25096153846,22960.207884615385
2016,conventional,RichmondNorfolk,1.0753846153846154,240632.91403846152,77906.04903846154,93563.97173076923,7183.988653846154
2016,conventional,Roanoke,1.0432692307692308,139572.23423076922,44281.07480769231,45185.54538461538,150.73
2016,conventional,Sacramento,1.2428846153846154,437268.6398076923,136908.01442307694,232254.7407692308,13565.107692307693
2016,conventional,SanDiego,0.9690384615384616,548847.8049999999,171121.90288461538,163600.40403846154,20005.35019230769
2016,conventional,SanFrancisco,1.4084615384615384,774840.8332692308,200851.1136538461,459091.1144230769,34008.55134615384
2016,conventional,Seattle,1.0271153846153849,674912.3263461539,94822.78192307692,189756.93788461536,6134.546730769231
2016,conventional,SouthCarolina,1.085,350796.1396153846,158917.39576923076,83319.29576923077,9139.317692307694
2016,conventional,SouthCentral,0.8582692307692308,5730807.4425,3006442.9928846154,1204043.0196153848,270235.44923076924
2016,conventional,Southeast,1.071153846153846,3752283.7775,1793101.9498076923,742671.1501923078,14797.00076923077
2016,conventional,Spokane,1.0275,93247.41442307692,21485.950384615386,23043.86711538461,1983.454230769231
2016,conventional,StLouis,0.9936538461538462,196924.28,63284.13326923077,17348.17923076923,114.89807692307691
2016,conventional,Syracuse,1.3721153846153844,63851.101346153846,1561.9971153846154,39674.17942307692,87.29711538461538
2016,conventional,Tampa,1.0982692307692308,412223.5628846154,177545.74173076922,95599.86673076924,97.14846153846156
2016,conventional,TotalUS,1.0467307692307692,34043449.78826923,11192540.051346151,11702325.972884616,1153793.4946153846
2016,conventional,West,0.9157692307692308,6404891.887499999,2235602.7767307693,1565864.7565384617,134877.60115384616
2016,conventional,WestTexNewMexico,0.8465384615384616,824285.7701923077,486857.6228846154,102633.68346153846,25739.539423076923
2016,organic,Albany,1.7221153846153845,1784.0678846153846,37.934230769230766,222.8880769230769,0.0
2016,organic,Atlanta,1.4553846153846153,11001.324038461538,1916.576923076923,4057.151730769231,0.0
2016,organic,BaltimoreWashington,1.818653846153846,18288.97307692308,896.7059615384616,8791.3925,381.7105769230769
2016,organic,Boise,1.405576923076923,2618.581730769231,7.573846153846153,935.9865384615384,0.0
2016,organic,Boston,1.5892307692307692,11730.795961538464,16.917884615384615,767.8463461538462,0.0469230769230769
2016,organic,BuffaloRochester,1.6375000000000002,4200.988269230769,21.35942307692308,268.1442307692308,0.0
2016,organic,California,1.613653846153846,167314.19134615382,19795.10653846154,82262.03653846154,17.487692307692306
2016,organic,Charlotte,1.7398076923076924,6575.364038461538,302.96826923076924,2998.768653846154,728.9094230769231
2016,organic,Chicago,1.7634615384615384,31360.991153846157,258.2978846153846,29299.90692307692,0.0
2016,organic,CincinnatiDayton,1.2278846153846157,16649.35576923077,444.4919230769231,8293.63673076923,0.0
2016,organic,Columbus,1.3234615384615382,8105.047307692308,571.6340384615385,3584.9284615384613,5.217307692307693
2016,organic,DallasFtWorth,1.165,24954.44057692308,8949.905384615386,541.495,0.0273076923076923
2016,organic,Denver,1.227692307692308,38372.03115384616,13112.45673076923,4537.640961538461,44.90557692307693
2016,organic,Detroit,1.2526923076923078,16895.423653846156,978.6875,7462.631346153847,0.0
2016,organic,GrandRapids,1.7246153846153844,2005.151346153846,419.76461538461535,1128.1225,0.0
2016,organic,GreatLakes,1.4121153846153849,122824.79730769232,5371.105192307693,69323.94711538461,20.34
2016,organic,HarrisburgScranton,1.790769230769231,7078.435192307692,210.11615384615385,211.88384615384612,68.75346153846154
2016,organic,HartfordSpringfield,2.293076923076923,7373.86576923077,129.18769230769232,3564.820192307692,5.343846153846154
2016,organic,Houston,1.153076923076923,24001.349807692302,10350.635,57.33115384615384,0.1421153846153846
2016,organic,Indianapolis,1.485,3645.51576923077,248.8367307692308,1456.0946153846153,0.9884615384615384
2016,organic,Jacksonville,1.675576923076923,3484.100769230769,1585.0465384615384,106.93134615384616,12.78403846153846
2016,organic,LasVegas,1.748076923076923,10318.112307692309,2579.758076923077,4651.521346153846,0.0
2016,organic,LosAngeles,1.2773076923076925,94059.2446153846,11978.763846153846,27772.48423076923,10.719807692307691
2016,organic,Louisville,1.366346153846154,2653.02,7.993076923076923,1394.7498076923075,0.0
2016,organic,MiamiFtLauderdale,1.4025,3962.262884615385,694.9669230769231,24.55442307692308,0.0
2016,organic,Midsouth,1.515769230769231,100399.52173076922,3232.836923076923,44771.63192307692,2604.808461538462
2016,organic,Nashville,1.2478846153846157,10300.646923076923,645.7773076923077,4544.737307692308,0.0
2016,organic,NewOrleansMobile,1.473076923076923,3400.7053846153844,449.1440384615385,6.390961538461538,0.0
2016,organic,NewYork,2.1380769230769228,34905.134423076925,4651.712115384616,14877.317307692309,1409.6728846153846
2016,organic,Northeast,1.871923076923077,106004.48461538462,6883.253653846154,25455.477692307693,1280.3690384615386
2016,organic,NorthernNewEngland,1.558846153846154,10483.066346153846,4.870576923076923,237.27884615384616,0.0
2016,organic,Orlando,1.6321153846153846,5683.648653846153,2241.345961538462,123.12557692307692,0.0
2016,organic,Philadelphia,1.972692307692308,10031.336730769232,891.8832692307692,3462.919423076923,13.24423076923077
2016,organic,PhoenixTucson,1.7932692307692308,11429.963076923075,4988.927307692307,3685.962115384616,0.0
2016,organic,Pittsburgh,1.4484615384615382,4627.773653846154,558.0315384615385,162.37442307692305,5.2463461538461535
2016,organic,Plains,1.6273076923076923,47252.44173076924,4583.0432692307695,18608.397307692307,2985.0930769230768
2016,organic,Portland,1.4667307692307692,32430.865,3277.923846153846,12473.971346153849,5.735769230769231
2016,organic,RaleighGreensboro,1.6973076923076924,9252.053653846153,218.22019230769232,3889.475769230769,523.1957692307692
2016,organic,RichmondNorfolk,1.3469230769230771,8175.272884615385,198.86211538461535,3523.0,289.80826923076927
2016,organic,Roanoke,1.251730769230769,8251.160576923077,105.74673076923077,3484.8203846153847,0.0
2016,organic,Sacramento,2.0934615384615385,7405.021346153846,1549.36,5483.859230769231,0.8692307692307693
2016,organic,SanDiego,1.6584615384615384,15345.480961538462,1679.2173076923077,8840.082884615385,2.7075
2016,organic,SanFrancisco,2.3540384615384613,23805.855961538466,2081.316923076923,19761.28096153846,0.6065384615384615
2016,organic,Seattle,1.5734615384615387,40249.56634615384,1450.9451923076922,18759.637115384616,40.440384615384616
2016,organic,SouthCarolina,1.525,8874.206538461538,727.2601923076923,2700.663461538461,363.44942307692304
2016,organic,SouthCentral,1.195576923076923,117244.4726923077,37838.02057692308,6510.3336538461535,318.89711538461535
2016,organic,Southeast,1.5026923076923078,57744.63884615384,12640.08846153846,11621.84826923077,522.4813461538462
2016,organic,Spokane,1.6396153846153847,3025.0190384615385,198.22346153846155,1479.426923076923,5.652692307692307
2016,organic,StLouis,1.3773076923076923,7777.173846153846,1777.9611538461538,1092.358653846154,5.145576923076923
